x,y,z,radius,deformation_intensity
-0.19489054631770109,0.6337835444967916,0.12187531063367188,0.01712816783460666,0.0047698920092199785
-0.6622344529872914,0.32000701433466194,0.03744055681586501,0.009015167228011793,0.0007695572727602798
-0.16733897180153764,0.526676064649553,0.07351118447894646,0.008967566328441489,0.0007691312925706364
-0.1431861625191206,0.18914904893848228,-0.0065254236791270175,0.010358569337324711,0.002157227715231441
-0.13148226991807474,0.5114120042542549,0.030271863500532525,0.018236580159458234,0.005486459457937438
-0.5547190752139156,0.510540593696076,0.13058454277014794,0.009702408138243877,0.0023720050460070328
-0.223712145265442,0.625893516891951,0.49079647409353755,0.011196036001000827,0.002506492460785783
-0.26699498649164666,0.2092181724888767,0.4283050342600917,0.005408053526598045,0.0007341815477390519
-0.33171443138941076,0.5533645968277392,0.2438603785853043,0.010735437706251542,0.002918746528264741
-0.4684357742460579,0.187313246393264,0.2300977574363086,0.00700281055011964,0.001162264281496559
-0.5456278997142259,0.2813672530901388,0.0637963195878387,0.01386061780201138,0.0042176374662593824
-0.6243286093233587,0.5835612809493747,0.38933808752106724,0.011817998995307815,0.003042274498603926
-0.2020514794784318,0.25850543382779034,0.2533297302550034,0.02826730156258827,0.010796387502776469
-0.483289594479798,0.5642205515081553,-0.018373765589812907,0.014949002974714869,0.004041751269441011
-0.5246187802067767,0.5922565244649332,0.32187697062059323,0.015790761042774597,0.0014487879574845576
-0.331133577625033,0.5230997010192556,0.05713743572712098,0.01111899238620636,0.00225671861319974
-0.8181259828200564,0.6612736319995206,0.027452191193359867,0.01642705077659583,0.0035677313176732768
-0.5304008741064976,0.7381207667313602,-0.020081389900483027,0.017380815926288134,0.006437253014354492
-0.2520404808285054,0.4616984417019407,0.03011226566612837,0.015396192984457987,0.0051712737426516196
-0.686794136044819,0.5263849813696979,-0.023991199070152323,0.016533386762265796,0.0057946820193886615
-0.4702301518523407,0.6797291026146999,-0.026108544414534696,0.025132029456629953,0.007450801828846926
-0.5809314815596764,0.6089398201095791,0.5878105011544197,0.01286689213880015,0.002787905327990427
-0.2878702333509456,0.6037629446456935,0.28572830668370314,0.02877682463759887,0.011056272162823557
-0.34466459383862275,0.5059318534731965,0.2149989434480029,0.018254912547510008,0.004756655907928136
-0.4133015363345023,0.07186585404935883,-0.020171300893268167,0.0168456320702626,0.0017010261063895435
-0.6013120576992552,-0.014440443336393658,0.004726275837843604,0.01147388421618574,0.0035301535707268523
-0.16716203218611272,0.02139358573460676,0.07148251745092231,0.012675604353020316,0.0036431786364746485
-0.29510132089513436,0.5860921591631449,0.0880686210065584,0.014566251564488444,0.003575878388975617
-0.14096231313309598,0.5128776046881891,0.14778854074637857,0.017475773251086537,0.004578017916201296
-0.6589371150985583,0.7930204192826544,-0.003809192942776714,0.010983164794742973,0.002035284821108465
-0.2033720172414541,0.5005405118149621,0.043473344727936826,0.007119191953898365,0.0008927785392878227
-0.18034126851421264,0.08969014656219136,0.10735286510596609,0.017354117484998828,0.003996655472110906
-0.11566657064613137,0.5571533045025099,0.13892267164689742,0.007783872477116976,0.0018687236418265104
-0.28092601421166713,0.6753670387270116,-0.01580005962188065,0.019503784926930754,0.006145173224988504
-0.5228388403989845,0.6753345205511756,0.2271498483046527,0.010359258911333082,0.002246112783957629
-0.32304806722419505,0.5148672647768748,0.25432274290664925,0.007561195589600611,0.0011260680372041996
-0.2729761438255196,0.31945388285435805,-0.022092249207622216,0.01628812495863787,0.002622706128812213
-0.3159729185503455,0.10656218927757571,0.06201001095270058,0.00816885604548242,0.0017317456412844858
-0.6584717705266018,0.12536722566568467,0.1526615218707116,0.018084639664196427,0.005419706108561463
-0.0989944067476494,0.5164432989135963,0.03370510274360203,0.008091748092685584,0.001495542283748396
-0.15332954183737146,0.04072249360657743,0.06603137546218069,0.015214297555061056,0.003072030198659624
-0.12395308239173239,0.5565480698414045,0.34697006974414957,0.005526221924004899,0.0001713772732626264
-0.22823758723136994,0.3434126123848326,0.04040075977904166,0.01876728021395698,0.004406299231628837
-0.6755434524051811,0.3160357421234128,0.1276254448243418,0.007491094447191641,0.001368753553134281
-0.3889450018617633,0.5615232017182974,0.06257121507231929,0.011498434358516458,0.003120509862201881
-0.7319169672895298,0.7906187958426985,0.06630592177524679,0.010928732645439507,0.0029007294333762007
-0.12973985945367628,0.2227822266547665,0.03228424154964514,0.00579427328240081,0.00027319582832355276
-0.584175919970127,0.5966906860925374,0.37501913865056746,0.011413597603042737,0.002142779056388773
-0.3103345088607302,0.2067375545718971,0.44981688322053287,0.005877550283356071,0.0006698400523369235
-0.48165885505086986,-0.006252112704614401,0.017904942646052083,0.007979914639637275,0.0008857398447261529
-0.36910742054294676,0.21042481759084222,0.09121994529233245,0.023685578516021384,0.009585239715250582
-0.5847743352729355,0.19829673484245947,0.30028114536339856,0.015622547056630779,0.0021402317450697817
-0.2642201578311033,0.27230970794243897,0.28919963186017467,0.016084343202247914,0.002926522487045957
-0.3480515909626857,0.2552123726571938,0.2075618142932968,0.00636789450245253,0.0006668390707358571
-0.16029666739686915,0.2838739083300661,0.3199243564161637,0.014116005980592853,0.002773278485353016
-0.33780529738222453,0.48434961475757127,0.0976897492295424,0.010596061210969811,0.0024616734094625326
-0.3421651567223408,0.2680292321278555,0.058413175777219335,0.007163402550192465,0.0009383962955554462
-0.23564111203193888,0.3266953310034368,0.30105703746925744,0.005717698932695128,6.14874790465412e-05
-0.31324692860387193,0.7267629680310494,0.05924630488356617,0.008702196073451924,0.0021993274896020642
-0.28522640321697845,0.6709537166289015,0.014206964768396176,0.026704244041029362,0.009804669036501915
-0.315258431435802,0.17094261370707386,0.25645138223841074,0.0091904365028097,0.0018549423332866507
-0.8008869426522499,0.4267950742304864,0.06765563198815332,0.009199949863777378,0.001987867133518293
-0.5608066451938001,0.6175219412858459,0.5838775082004549,0.006200463458319365,0.00025753122610372436
0.0075546545576734205,0.08397491845358557,0.05302651046449299,0.012685327467479334,0.0036132037569582367
-0.5579006940165127,0.24357047639420418,0.27227725770683475,0.005592493339488039,0.0003700098520625659
-0.42745262106399534,0.23431602333171048,0.12441565934496537,0.005629557149850462,0.00022583477042219623
-0.09260989407514045,0.6136115294485944,0.11232970792736267,0.00947009909716817,0.0022942770755099992
-0.5001671821265865,0.5171963510786091,0.17491495767819573,0.010922736675486138,0.002082603178424848
-0.518672444269826,0.08284340792931015,0.08318912040150006,0.010487895437368326,0.003207060983948424
-0.7824536035393572,0.07599870266068615,0.0644125482166726,0.009340856506269413,0.0024561496358864966
-0.3395836874784078,0.5012091460737892,0.24562837203069718,0.016769433010925233,0.004458041403194978
-0.13500413895222704,0.6374892273445488,0.22814485423730949,0.005731985017815406,0.00023291528713779695
-0.5821479795997541,0.33631915388063105,0.22532660039950034,0.007352646592216339,0.0015559394755474808
-0.18400370820536047,0.6968785230304236,0.043335217466383164,0.015481344769525701,0.0024290992674102572
-0.5520219011427581,0.011083122307944024,0.01686913978215338,0.011706789687262686,0.0033645418574746256
-0.6375274963812468,0.5627576742799694,0.0956886776530096,0.017498816418164233,0.0054855155866270384
-0.6324447654607027,0.21339918645203598,0.021522362292535326,0.007317009493455586,0.0016035881540954519
-0.434321272863098,0.5345641163780182,0.10080746355502536,0.005334414871520891,0.0006486346498174792
-0.36453439404578336,0.6104469878916742,0.11714578861426803,0.008918133825146845,0.0022463358356337917
-0.1317135698785427,0.4941623015847566,0.1554499743998174,0.01651238964297057,0.005429968509412901
-0.3345266645949601,0.5051021844180257,0.1951423243500474,0.01815613547538574,0.0055781380634900785
-0.5125220985603203,0.7421011494923195,0.007262189398744781,0.0160905919874146,0.0029566418676614135
-0.6007028988446703,0.7191673355263264,0.04134549524470954,0.006932710399460359,0.0009238839815404617
-0.6936568746999152,0.5054720839801035,-0.01817973763537733,0.018747572116453635,0.005822919856321645
-0.30021420720143993,0.1969518164669496,0.4319613289960975,0.01795099782545352,0.005974285600113717
-0.58741454274338,0.23405900951485067,0.4186517426834379,0.011054784465569702,0.0030928233136236333
-0.26477464757437347,0.588522721082137,0.2911198497388556,0.01571589829827629,0.0037551073305128763
-0.2534437453673536,0.3264253283758285,0.06437416844833635,0.008010101209630523,0.0016818400375190948
-0.32000340816144474,0.5942042658120104,0.09946649109080707,0.012558137493800726,0.0023330611513613644
-0.2562469848036644,0.2568765376124238,0.25243438567034265,0.01415105252768275,0.005464104349205337
-0.33840121835122206,0.2293292207102633,0.07307385397885188,0.01727529982183324,0.006626464744880888
-0.31373354070896503,0.4797268849265085,0.22167483433767599,0.018811118583319842,0.004922952904539272
-0.5162814260409373,0.1745000099464107,0.233117231231186,0.01480233945756369,0.0033262591546474917
-0.36283367520034593,0.275082343363957,0.028150130755460835,0.005865287458774075,0.00014464798906333823
-0.1171597889631526,0.18821046468624125,0.25366135221931535,0.008907838468399619,0.0013172112176005584
-0.2666442564224759,0.22971409597183018,0.2903053933155336,0.006620471067832586,0.0003885655701082798
-0.2405839003169274,0.7062780816555007,0.12919608112725808,0.00900797466257417,0.0016066785611321501
-0.6020015173053054,0.2463382435263665,0.344341160330095,0.01162848094512925,0.0035290431605019363
-0.5544870547824464,0.13018105094602975,0.04171969337973658,0.005461547873154955,0.0007232096680944465
-0.5385988726911906,0.27112220175430884,0.3336581207994454,0.013422330724841346,0.003506626020414982
-0.6152976391665341,0.6727888575627342,0.2250615606159394,0.022593538365826046,0.006114094984473648
-0.6143613849156548,0.5957275148905312,0.536566861323041,0.009572938430858555,0.002170127924487891
-0.5199470133366189,0.5294377792190123,0.012041305758602825,0.005849663893109847,6.838681356277198e-05
-0.5708435010919234,0.4790979752592577,0.05947600269885531,0.010082929306076762,0.0013069099554577077
-0.25126067305461136,0.14884696033450787,0.1652646253067876,0.008819110769517406,0.0019241690042754857
-0.5948517343801902,0.6400355875835904,0.28380497150544864,0.010373128631812722,0.0017289310251019606
-0.3074787696435408,-0.016142108992838373,0.024220376694578397,0.02406953169675704,0.007971052561795035
-0.45736114286295987,0.6690739435236486,0.06438636146655899,0.01054808706416797,0.002266506507107667
-0.8113985144244121,0.09576540234786482,0.024632413635681936,0.0067640333329828765,0.0005793107186930326
-0.30184121109226475,0.6440544081974443,0.17172147580027175,0.009547313678590226,0.001936266475747853
-0.2649894334287266,0.2447023072173933,0.20910655876534387,0.02346344314969863,0.006139233585421139
-0.6942954170707968,0.2462451164277837,-0.021151035247393004,0.014057380390797299,0.0037700148174439453
-0.5300298784113516,0.5421228173670183,0.47609631593705687,0.01680025863069832,0.002231925129620339
-0.25515686486766687,0.33163364364797804,0.2705606552133476,0.008580472805490048,0.0023802185023677484
-0.602099496145151,0.21522696410237674,0.3950984765727938,0.014977924711693394,0.004040096009644497
-0.613860094793413,0.59697913444438,0.5514727039439236,0.01753569841416363,0.0032777080805810833
-0.013127450134292496,0.058162254827263504,0.03228302319457631,0.008619863672523907,0.0015769917718632567
-0.5325553123863433,0.6758620044290574,0.2286650397354632,0.007835527994697946,0.0020669252567881162
-0.16562563233726937,0.16249712343345563,0.35344694909364427,0.012292016037349241,0.004041913476004376
-0.03135215691876743,0.27090308919149003,0.06803669756240055,0.021752020164321064,0.005240551945330819
-0.6962994580185008,0.4895022844443931,0.06775768144147845,0.015651763995608952,0.005042703587225074
-0.8096229206655723,0.4096083321835409,0.008480978294889878,0.005976860539834474,0.0008019960225961485
-0.46336246755175514,0.5415339468393846,0.2065285698323664,0.006619112959083266,0.000779154647608096
-0.5984865069916907,0.7184423910894326,0.05895991953830518,0.008158230663127607,0.00027471897181927
-0.22265021907748023,0.544772028961869,0.35225621196789986,0.016594904340912348,0.006366738147327816
