x,y,z,radius,deformation_intensity
0.07136587219578111,0.07280821777684299,0.01901854508030624,0.009026031044678383,0.000638009736039279
0.11798109979261186,0.023338225068605726,0.02531035981071732,0.008701386103458308,0.003005032584150292
0.11824537700667771,0.04904092894749275,0.02179886112424542,0.0065113730900249805,0.0008536998893338165
0.20386259629601428,0.1297582332990915,0.021599315210960673,0.008224960479729948,0.00040655114179415173
0.16398261839524145,0.14716678030895736,0.021556761895616065,0.008531380159638391,0.0011812823557450674
0.17008631451027864,0.04075101335470714,0.005814896485600716,0.00726530736896259,0.002115107375629685
0.078657225946079,0.05525057433812254,0.009464278694535136,0.005772434390148601,0.002446931179837883
0.12035399439314445,0.03065346949372562,0.028825721471460352,0.00728243323835185,0.002957705992529415
0.20708857669103287,0.05194668571284932,0.007187868212002208,0.007179551857916398,0.0031136671575116865
0.07241296115425926,0.15571714757440164,0.028351883023874275,0.008023334417377534,0.00010897967137095932
0.2223726526695849,0.061770772056562645,0.013731026330679004,0.0068177314148605336,0.0013884280996712395
0.10187816465416757,0.16346782906683757,0.008577476129921761,0.009501490947468097,0.004001463580146324
0.20210718005311595,0.12148390266586187,0.014990354389705684,0.009500345654459322,0.0003671228318958742
0.12208520104006884,0.0484839843624042,0.017765961968577344,0.006331244594435417,0.0007228104492832523
0.10584683716961654,0.15160316096892706,0.03528587267546922,0.005390645891220626,0.0022216484315036914
0.08814758249736457,0.09118307766645453,0.01815834986363693,0.006199846473040689,0.0006240666701632615
0.09602527675788801,0.1432926331358139,0.008857098089993786,0.005790638495123323,0.0003064822776705118
0.16780364824234015,0.13838945046073872,0.01294468366269023,0.007107970995553747,0.003504262204675248
0.06757709271386272,0.02937331778998677,0.004480179871455165,0.009699655701369672,0.001568204991746186
0.21980835116600014,0.057242241232455665,0.007820731350746719,0.009236033149074643,0.001297939080500891
0.22326273807520336,0.0732927396179661,0.02960314132895606,0.007066991414994847,0.0020262082871111064
0.09866654737582861,0.05186287543360879,0.013310976676143903,0.00807961615425913,0.002604828411658113
0.11999124299987521,0.1224912066266805,0.005725743976302291,0.005698487426515238,6.1242879273387e-05
0.18178723182699283,0.03306360415191825,0.02687444966533297,0.0062026784401926485,0.002454233800911709
0.0980510087267016,0.15972809725732276,0.008783931339531351,0.008012804574791647,0.0015025352139810101
0.2115425299961647,0.08686300273705284,0.006055775724102689,0.007453976979122748,0.0004835747712382956
0.06399232805925263,0.10518706284155459,0.02152889217713364,0.0059970968265021995,0.001714434856643756
0.1108943532470488,0.17931518803201404,0.030029383378077933,0.00871495536486786,0.0017464314858426054
0.21157658569812865,0.10102981153400545,0.018449896422279823,0.006831742595881888,0.0022832008574433394
0.08004224917131314,0.11746056921621305,0.0211316057098401,0.008869367553308428,0.0017205492230831117
0.18108140118103266,0.031044151764104237,0.03301411788850234,0.007149664144867131,0.0007966093273267851
0.09310245369903422,0.20349874462760562,0.010617411181723563,0.009637775361495383,0.0043211106407854616
0.15796464162390253,0.14011858469887137,0.0024038791004586933,0.008109965590806654,0.002874698179094779
0.13920922829860694,0.015063211515663203,0.01080993710690865,0.006217666515567363,0.002619279805145051
0.1641536833700657,0.03752482002707517,0.028526752303870105,0.009385921108963913,0.002930368066856526
0.22546922277650652,0.09842679184326643,0.018558890104656018,0.0075794249132220826,0.002766203241395937
0.08060351387450099,0.15465350824988183,0.026256373345087423,0.005964449636222061,0.002505542721031791
0.20408941179958803,0.13834738131285856,0.009740467665031855,0.008569858427235205,0.0011193500579888282
0.22222600418078203,0.05602620219385422,0.017458035715927,0.006834323814027027,0.0028501020944756345
0.07322953101404509,0.07320713499206905,0.02723879744168415,0.00817965775788981,0.0026870598620437913
0.20837506496974276,0.030142775602091755,0.022669905188403887,0.009076569108434598,0.0001283321260501984
0.10569064455980097,0.18473746130385438,0.02536377770494895,0.006309050621393473,0.001215362117649665
0.21104490077032825,0.05125661873751911,0.005898121143989899,0.007523130156297098,0.0002873762634943305
0.23547788786872248,0.09894755680814021,0.009093072739303253,0.007591492343373648,0.0024497807006486666
0.08927583022772236,0.15857125016675339,0.00690611581804117,0.008845356396377565,0.00119772740127506
0.20055307622376417,0.04666686034871717,0.018636025164505077,0.007281498950496982,0.0013444924887686196
0.2175114716127288,0.11142965910271019,0.008476064554491812,0.008865678482393979,0.0032745222768528312
0.07333987482176094,0.08157168664707469,0.008501356384959314,0.007255751211577802,0.0025936971979213653
0.22259132086679273,0.12662822311423028,0.008558358040934492,0.009829944580481826,0.004652465624169018
0.2175794332388309,0.12721612175411265,0.016888965737163458,0.005447331261555627,0.0024047998194577456
